cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,HTC,immigrants_refugees,children_ages_0_5,limited_english_proficient_indi,htc_breakdown_data_confidence,Language,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone
Access California Services,Charitable Ventures,flyers,distributed Census postcards to families who picked up toys for AccessCals Drive-Thru Eid Wish List ,5/21/2020,5/21/2020,,,,Anaheim,"631 s. brookhurst st. suite 107, anaheim 92804","Census postcards were distributed to all families who received toys during the AccessCal Drive Thru Eid Wish List .  Flyers were in 6 different languages: English, Urdu, Pashto, Farsi, Arabic, and Spanish",,,,,,,,,,,,,152,high,100,high,immigrants_refugees,152,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,7751 glencoe drive huntington beach 92647,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,900 n. cypress st. la habra 90631,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access California Services,Charitable Ventures,flyers,distributed Census postcards to families who picked up toys for AccessCals Drive-Thru Eid Toy Distribution ,5/21/2020,5/21/2020,,,,Anaheim,"631 s. brookhurst st. suite 107, anaheim 92804","Census postcards were distributed to all families who received toys during the AccessCal Drive Thru Eid Toy Distribution .  Flyers were in 6 different languages: English, Urdu, Pashto, Farsi, Arabic, and Spanish",,,,,,,,,,,,,200,high,100,high,immigrants_refugees,80,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access California Services,Charitable Ventures,flyers,AccessCal distributed diapers to community members on-site and passed out informational material about the Census,8/7/2020,,,,,Anaheim,"631 s. brookhurst street suite 107, anaheim 92804",,,,,,,,,,,,,,50,exact,100,exact,immigrants_refugees,50,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access California Services,Charitable Ventures,flyers,AccessCal distributed milk gallons to community members on-site and passed out informational material about the Census,8/14/2020,,,,,Anaheim,"631 s. brookhurst street suite 107, anaheim 92804",,,,,,,,,,,,,,60,exact,80,exact,immigrants_refugees,60,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,9/8/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,569,high,80,medium,immigrants_refugees,300,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Brea,"255 s. kraemer circle, brea 92821",,,,,,,,,,,,,,115,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,4/24/2020,,,,,Brea,"255 s. kraemer circle, brea 92821",Shared census promotional materials during food distribution at Birch Hills Apartments,,,,,,,,,,,,,115,medium,100,very_high,,,,,high,spanish,,,,,,,,,,,,,,,,,,,,95,,,,,,,medium,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Brea,"401 discovery lane, brea 92821",,,,,,,,,,,,,,94,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,4/24/2020,,,,,Brea,"401 discovery lane, brea 92821",Shared census promotional materials during food distribution at Bonterra Apartments,,,,,,,,,,,,,94,medium,100,very_high,,,,,medium,"spanish, vietnamese",,,,,,,,,,,,,,,,,,,,70,,,,,4,,medium,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Buena Park,"8004 orangethorpe ave, buena park 90621",,,,,,,,,,,,,,70,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,6/26/2020,,,,,Buena Park,"8004 orangethorpe ave, buena park 90621",Shared census promotional materials  at Clark Commons Apartments,,,,,,,,,,,,,70,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Buena Park,"8850 la palma ave, buena park 90620",,,,,,,,,,,,,,70,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,187 orangethorpe ste  placentia 92870,,,,,,,,,,,,,,200,exact,100,high,,,,,low,spanish,,,,,,,,,,,,,,,,,,,,100,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,12501 jane dr. garden grove 92841,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,6/26/2020,,,,,Buena Park,"8850 la palma ave, buena park 90620",Shared census promotional materials  at Park Landing Apartments,,,,,,,,,,,,,70,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,flyers,Dissemination of flyers and announcements at Spanish-speaking Groups,3/3/2020,3/10/2020,,,,Costa Mesa,"2115 newport blvd, costa mesa 92627",,,,,,,,,,,,,,170,high,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,170,,,,,,,exact,,,,,,,,,,
South Asian Network,Charitable Ventures,advertising,,9/10/2020,,,,1,,"2 truman st, irvine 92620",SAN ad in Islamic Center of Irvine Newsletter ,,,,,"South Asians, Middle Eastern, Muslim community members ",,,,,,,,2000,high,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,flyers,1-1 conversations and flyering outside latino-serving stores,3/13/2020,3/13/2020,,,,Costa Mesa,"707 w 19th st, costa mesa 92627",Smart and Final Costa Mesa,,,,,,,,,,,,,28,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,28,,,,,,,exact,,,,,,,,,,
South Asian Network,Charitable Ventures,social_media,,4/7/2020,,,,,,twitter,,,,,,,,,,,,,,383,exact,75,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,flyers,1-1 conversations and flyering outside latino-serving stores,3/13/2020,3/13/2020,,,,Costa Mesa,"745 w 19th st, costa mesa 92627",El Toro Market Costa Mesa,,,,,,,,,,,,,32,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,32,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,flyers,1-1 conversations and flyering outside latino-serving stores,3/14/2020,3/14/2020,,,,Costa Mesa,"817 w 19th st, costa mesa 92627",El Metate Market Costa Mesa,,,,,,,,,,,,,41,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,41,,,,,,,exact,,,,,,,,,,
Project Access,Charitable Ventures,flyers,flyers,3/30/2020,,,,,Cypress,"5201 lincoln ave, cypress 90630",,,,,,,,,,,,,,25,exact,92,very_high,immigrants_refugees,23,,,high,"arabic, korean, spanish",2,,,,,,,,,,,,,18,,,,,,2,,,,,,,very_high,,,,,,,,,,
Project Access ,Charitable Ventures,flyers,Food Bank Distribution ,4/13/2020,,,,,Cypress,"5201 lincoln ave, cypress 90630",,,,,,,,,,,,,,27,exact,90,very_high,immigrants_refugees,25,,,exact,"arabic, korean",2,,,,,,,,,,,,,23,,,,,,,,,,,,,exact,,,,,,,,,,
Project Access,Charitable Ventures,flyers,,4/20/2020,,,,,Cypress,"5201 lincoln ave, cypress 90630",,,,,,,,,,,,,,36,exact,80,medium,immigrants_refugees,34,,,exact,"arabic, korean, spanish",3,,,,,,,,2,,,,,20,,,,,,4,,,,,,,exact,,,,,,,,,,
CAIR-LA,Charitable Ventures,webinar,Census Webinar (Facebook and Youtube),4/4/2020,4/4/2020,,,2300,,statewide,Recorded webinar with CAIR-CA and CAIR-Washington speakers addressing issues and concerns asked often by our communities regarding Census; privacy; confidentiality; etc.,,,,,,Varies,,,"Facebook, Zoom, Instagram, Youtube",,,,2300,very_high,95,high,"immigrants_refugees, limited_english_proficient_indi",1500,,1000,very_low,"arabic, farsi, hindi",1500,,,,,,400,,1000,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,
Project Access ,Charitable Ventures,flyers,Food pantry distribution,5/4/2020,,,,,Cypress,"5201 lincoln ave, cypress 90630",,,,,,,,,,,,,,25,exact,100,exact,immigrants_refugees,25,,,exact,"arabic, hindi, korean, spanish",1,,,,,,,,1,,,,,20,,,,,,2,,,,,,,exact,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,flyers,Posting information sheet on VACF Facebook Page,4/8/2020,,,,,Fountain Valley,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,120,exact,70,medium,"immigrants_refugees, limited_english_proficient_indi",100,,50,medium,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,100,,medium,,,,,,,,,,
Latino Health Access,Charitable Ventures,media_other,Educational messages via a loudspeaker from LHA Infomovil - a van that drives to supermarkets and food distribution events and educates people via messages thru a loudspeaker.,4/10/2020,,,,,,"1010 s main st, santa ana 92701",At Northgate Supermarket,,,,,,,,,,,,,340,very_high,100,very_high,immigrants_refugees,300,,,high,spanish,,,,,,,,,,,,,,,,,,,,300,,,,,,,high,,,,,,,,,,
Latino Health Access,Charitable Ventures,media_other,Educational messages via a loudspeaker from LHA Infomovil - a van that drives to supermarkets and food distribution events and educates people via messages thru a loudspeaker.,4/3/2020,,,,,,"1010 s main st, santa ana 92701",At Northgate Supermarket,,,,,,,,,,,,,28,high,100,high,,,,,very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,"6870 naomi ave buena park, 90620",,,,,,,,,,,,,,100,exact,100,high,,,,,low,spanish,,,,,,,,,,,,,,,,,,,,100,,,,,,,high,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,flyers,Sending out Mailchimp to subscribers,4/10/2020,,,,,Fountain Valley,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,869,exact,75,medium,"immigrants_refugees, limited_english_proficient_indi",500,,300,medium,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,650,,medium,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,flyers,Distribution of Census flyers and promotional items in care packages,4/14/2020,4/18/2020,,,,Fountain Valley,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,52,exact,75,,"immigrants_refugees, limited_english_proficient_indi",50,,40,medium,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,51,,very_high,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,flyers,Posting information sheet on VACF Facebook Page,4/15/2020,4/19/2020,,,,Fountain Valley,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,70,exact,70,,"immigrants_refugees, limited_english_proficient_indi",40,,40,medium,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,40,,medium,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,5/30/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,538,high,100,medium,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,flyers,Distributing Census flyers and promotional items,5/11/2020,5/17/2020,,,,Fountain Valley,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,160,exact,70,high,"immigrants_refugees, limited_english_proficient_indi",155,,100,medium,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,160,,exact,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,flyers,Distributing flyer and promotional items to individuals,6/22/2020,6/27/2020,,,,Fountain Valley,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,102,exact,70,high,"immigrants_refugees, limited_english_proficient_indi",90,,60,medium,"spanish, vietnamese",,,,,,,,,,,,,,,,,,,,1,,,,,101,,high,,,,,,,,,,
Discovery Cube OC,Charitable Ventures,flyers,,3/7/2020,3/7/2020,,,37,Fullerton,1700 e. wilshire avenue fullerton. 92831,Distributed Census flyers (with State branding) during Champions for Children Parent Conference at Ladera Vista Jr High in Fullerton,,,,,,,,,,,,,37,high,100,medium,limited_english_proficient_indi,,,12,high,spanish,,,,,,,,,,,,,,,,,,,,12,,,,,,,exact,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Fullerton,"400 w valencia drive, fullerton 92832",,,,,,,,,,,,,,46,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAIR-LA,Charitable Ventures,flyers,,7/14/2020,,,,120,Fullerton,"505 e commonwealth ave, fullerton 92832",ICNA RELIEF FOOD PANTRY - PASSED OUT 120 CENSUS SWAG BAGS ,,,,EID DRIVE-THRU,COMMUNITY MEMBERS,,,,,,,,120,HIGH,100,HIGH,"immigrants_refugees, limited_english_proficient_indi",60,,40,MEDIUM,"arabic, hindi, spanish",20,,,,,,,,15,,,,,,,,,,,30,,,,,,,MEDIUM,,,,,,,,,,
CAIR-LA,Charitable Ventures,flyers,Census swag bags provided to 125 individuals at ICNA weekly food pantry,7/14/2020,,,,125,Fullerton,"505 e commonwealth ave, fullerton 92832 (islamic circle of north america orange county office)",ICNA Relief does a weekly food pantry. 125 swag bags were provided to individuals that were filled with Census outreach materials and information ,,,,,,,,,,,,,125,high,100,high,"immigrants_refugees, children_ages_0_5",90,20,,high,"arabic, spanish, other",40,,,,,,,,,,,,,,,,,,,40,,,,,,20,high,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Garden Grove,"10861 acacia pkwy, garden grove 92840",,,,,,,,,,,,,,46,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,flyers,Supply distribution ,5/5/2020,5/6/2020,,,,Garden Grove,9860 larson ave garden grove 92843,,,,,childcare provider distribution,,,,,,,,,337,exact,100,exact,children_ages_0_5,,337,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,flyers,Supply distribution ,5/8/2020,,,,,Garden Grove,9860 larson ave garden grove 92843,,,,,childcare provider distribution,,,,,,,,,50,exact,100,exact,children_ages_0_5,,50,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,flyers,Supply distribution ,6/1/2020,6/2/2020,,,,Garden Grove,9860 larson ave garden grove 92843,,,,,childcare provider distribution,,,,,,,,,74,exact,100,exact,children_ages_0_5,,100,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
Boys & Girls Clubs of Garden Grove,Charitable Ventures,flyers,Supply distribution ,5/12/2020,5/15/2020,,,,Garden Grove,9861 larson ave garden grove 92843,,,,,childcare provider distribution,,,,,,,,,36,exact,100,exact,children_ages_0_5,,36,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
CAIR-LA,Charitable Ventures,flyers,,7/31/2020,,,,500,Garden Grove,"al-rahman plaza, garden grove 92844",ISOC EID AL-ADHA DRIVE-THRU: SPONSORED 270 BOXES OF DONUTS WITH CENSUS FLYERS + STICKERS ,,,,EID DRIVE-THRU,COMMUNITY MEMBERS,,,,,,,,500,MEDIUM,95,MEDIUM,immigrants_refugees,70,,,MEDIUM,"arabic, hindi",40,,,,,,,,40,,,,,,,,,,,,,,,,,,MEDIUM,,,,,,,,,,
OCCCO,Charitable Ventures,flyers,Distribution of flyers and direct conversations with spanish-speaking Latinos,2/7/2020,3/2/2020,,,,Huntington Beach,"17411 queens ln, huntington beach",,,,,,,,,,,,,,250,medium,100,high,,,,,very_high,spanish,,,,,,,,,,,,,,,,,,,,250,,,,,,,exact,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Irvine,"1000 crested bird, irvine 92620",,,,,,,,,,,,,,134,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAVE,Charitable Ventures,flyers,,5/7/2020,,,,,,orange,,,,,,,,100,,,,,,100,medium,70,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,6/4/2020,,,,,Irvine,"1000 crested bird, irvine 92620",Shared census promotional materials  at Doria Apartments,,,,,,,,,,,,,134,very_high,100,very_high,,,,,high,"arabic, farsi, spanish",20,,,,,,35,,,,,,,,,,,,,5,,,,,,,medium,,,,,,,,,,
OC Herald Center,Chinese Christian Herald Crusades Los Angeles,flyers,Census Email Campaign - OCHC Volunteers,3/31/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,70,high,100,very_high,,,,,very_high,chinese,,,,,,70,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OC Herald Center,Chinese Christian Herald Crusades Los Angeles,flyers,Census Email Campaign - Church Leaders,3/31/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,51,high,100,very_high,,,,,very_high,chinese,,,,,,51,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Census Email Campaign - Church Leaders,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,50,high,100,high,,,,,high,chinese,,,,,,50,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Census Email Campaign - OCHC Volunteers,4/29/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,70,high,100,high,,,,,high,chinese,,,,,,70,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Herald Monthly - Master List,5/2/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,750,medium,100,medium,,,,,medium,chinese,,,,,,750,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Census Email Campaign - OCHC Volunteers,5/8/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,70,high,100,high,,,,,high,chinese,,,,,,70,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Census Email Campaign - Church Leaders,5/8/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,49,high,100,high,,,,,high,chinese,,,,,,49,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Census Email Campaign - OCHC Volunteers,5/21/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,64,very_high,100,very_high,,,,,very_high,chinese,,,,,,64,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OCAPICA,Charitable Ventures,collateral,,9/18/2020,,,,,,"13950 milton ave suite 307, westminster 92683",,,,,,,,,,,,,,5000,high,100,medium,immigrants_refugees,5000,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,social_media,Digital organizing: contacting personal contacts through facebook messenger and texting.,3/30/2020,,,,,,17108 ash ln. apt. 3. huntington beach 92647,,,,,,,,,,,,,,406,exact,95,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,13,,,,,,,exact,,,,,,,,,,
OC Herald Center,Charitable Ventures,flyers,Census Email Campaign - Church Leaders,5/21/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,46,very_high,100,very_high,,,,,very_high,chinese,,,,,,46,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Irvine,"2853 kelvin ave, irvine 92614",,,,,,,,,,,,,,71,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Irvine,"300 regal, irvine 92620",,,,,,,,,,,,,,90,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,5722 crescent ave buena park 90620,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,flyers,,3/25/2020,,,,,Irvine,"4000 el camino real, irvine 92602",,,,,,,,,,,,,,162,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County United Way,Charitable Ventures,flyers,,3/16/2020,,,,26,Lake Forest,"23344 el toro road, lake forest ca 92630",Flyer distribution to a Mexican market,,Person,25,Flyer distribution to a Mexican market,Individuals and families,,26,(1)Poster California All- English/Spanish (25) What you nee to know Spanish,,,,,25,high,100,high,immigrants_refugees,25,,,high,spanish,,,,,,,,,,,,,,,,,,,,25,,,,,,,high,YES,NO,NO,NO,NO,,,,,
Orange County United Way,Charitable Ventures,flyers,,3/16/2020,,,,45,Lake Forest,"24412 rockfield blvd, lake forest 92630",Flyer distribution to a Mexican ice cream place,,Person,45,Flyer distribution to a Mexican ice cream place,Individuals and families,,46, (20) California All- English/Spanish (1)Poster California All- English/Spanish (25) What you nee to know Spanish,,,,,45,high,100,high,immigrants_refugees,45,,,high,spanish,,,,,,,,,,,,,,,,,,,,45,,,,,,,high,YES,NO,NO,NO,NO,,,,,
WAVE,Charitable Ventures,flyers,,3/22/2020,,,,,Orange,orange,Flyering during the Crisis Kitchen event,,,,,,,700,,,,,,300,high,90,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
WAVE,Charitable Ventures,flyers,,3/26/2020,,,,,Orange,orange,Flyering during free food distribution ,,,,,,,,,,,,,1500,very_high,90,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,7/30/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,222,high,100,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAVE,Charitable Ventures,flyers,,3/26/2020,,,,,Orange,orange,Flyering during food distribution at Unidos,,,,,,,40,,,,,,40,very_high,100,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
Orange County United Way,Charitable Ventures,flyers,,3/31/2020,,,,,Orange,orange,Direct mail,,By mail,,,Households,,13731,United Way-Be Represented English/Spanish,,,,,13731,high,80,high,limited_english_proficient_indi,,,3432,medium,"spanish, other",,,,,,,,,,,,,,,,,,,,3343,,,,,,10388,medium,YES,NO,NO,NO,NO,,,,,
Orange County Labor Federation,Charitable Ventures,social_media,social media outreach and reminder of the importance of filling out the 2020 Census. Census link to fill out questionnaire.,8/6/2020,,,,,,"309 n rampart street, suite a, orange 92868",,,,,,,,,,,,,,1959,high,90,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
