,cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,immigrants_refugees,middle_eastern_and_north_africa,homeless_individuals_and_famili,farmworkers,veterans,latinos,asian_americans_pacific_islande,african_americans,native_americans_tribal_communi,children_ages_0_5,lesbian_gay_bisexual_transgende,limited_english_proficient_indi,people_with_disabilities,seniorsolder_adults,low_broadband_subscription_rate,htc_breakdown_data_confidence,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone,city_match
232,OC Human Relations,Charitable Ventures,canvassing,,3/10/2020,,,,,Anaheim,"2375 w crescent ave., anaheim 92801","Canvass on 2375 W Crescent Ave and sourranding areas including La Granada Apartments, Orleans Apartment Homes, Green Meadow Apartments, and Moraga St.",260.0,,,,,,400.0,informational flyers ,,,,,320,high,80.0,high,192.0,14.0,,,,240.0,40.0,10.0,,128.0,,33.0,6.0,32.0,32.0,high,,,,,,,,,,,,,,,,,,,,240.0,,,,,40.0,,high,YES,NO,NO,NO,NO,4.0,,,,,Anaheim
233,OC Human Relations,Charitable Ventures,canvassing,Door hungers and flyers in Apartment Complexes and neighborhood areas,6/28/2020,,,,,Anaheim,"300 n bayport cir, anaheim 92801",,,,,,,,,,,,,,460,exact,90.0,high,350.0,46.0,,,,300.0,46.0,23.0,,200.0,,320.0,,,120.0,medium,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,very_high,YES,NO,NO,NO,NO,4.0,,,,,Anaheim
234,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/2/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
235,CAP OC ,Charitable Ventures,collateral,,8/20/2020,,,,,,orange,,,,,,,,,,,,,,110,exact,100.0,high,,,,,,,,,,110.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
236,WAVE,Charitable Ventures,social_media,,4/15/2020,4/20/2020,,,,,orange,,,,,,,,,,,,,,2128,very_high,80.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
237,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/6/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
238,OC Human Relations,Charitable Ventures,canvassing,,2/28/2020,,,,,Fullerton,"1201 gilbert st., fullerton 92833",Door to door visits to HTC neighborhoods including Gilbert Terrace Apartments,,,,,,,,,,,,,120,high,100.0,,108.0,,,,,100.0,12.0,2.0,,80.0,,80.0,2.0,12.0,36.0,high,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,high,yes,no,no,no,no,,,,,,Fullerton
239,OC Human Relations,Charitable Ventures,canvassing,,2/27/2020,,,,,Fullerton,"1300 peckham st, fullerton 92833",Door to door visits to HTC neighborhoods,,,,,,,,,,,,,240,high,100.0,,216.0,,,,,180.0,24.0,4.0,,120.0,,144.0,2.0,20.0,48.0,high,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,high,yes,no,no,no,no,,,,,,Fullerton
240,Charitable Ventures of OC,Kennedy Commission/ SAELI,social_media,,8/1/2020,,,,,,orange,,,,,,,,,,,,,,304,high,80.0,medium,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
241,OC Human Relations,Charitable Ventures,canvassing,,2/26/2020,,,,,Fullerton,"2300 w roberta ave, fullerton 92833",Door to door visits to HTC neighborhoods,,,,,,,,,,,,,160,high,95.0,,80.0,6.0,,,,120.0,24.0,2.0,,80.0,,100.0,,8.0,32.0,high,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,high,yes,no,no,no,no,,,,,,Fullerton
242,OC Human Relations,Charitable Ventures,canvassing,,3/2/2020,,,,,Santa Ana,"1100 s mantle ln, 1700 normandy pl, santa ana 92705",,,,,,,,220.0,flyers,,,,,200,High,95.0,very_high,100.0,,,,,170.0,10.0,2.0,,100.0,,100.0,2.0,8.0,40.0,medium,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,very_high,yes,no,no,no,no,,,,,,Santa Ana
243,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Facebook,7/14/2020,7/27/2020,7/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,144,very_high,90.0,very_high,20.0,2.0,3.0,,,80.0,5.0,,,30.0,,50.0,,15.0,,low,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,very_high,,,,,,,,,,,Orange
244,VietRISE,Charitable Ventures,social_media,Social media posting (Facebook) of census information and programs it funds,3/10/2020,3/10/2020,,,,,orange,,,,,,,,,,,,,,226,medium,90.0,medium,,,,,,27.0,199.0,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Orange
245,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/9/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,exact,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
246,CAP OC,Charitable Ventures,flyers,,5/18/2020,,,,,,orange,,,,,,,,,,,,,,76,exact,100.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
247,Charitable Ventures of OC,Kennedy Commission/ SAELI,social_media,,7/25/2020,,,,,,orange,,,,,,,,,,,,,,806,high,80.0,medium,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
248,OC Human Relations,Charitable Ventures,canvassing,,2/24/2020,,,,,Santa Ana,"1200 e. madison st, santa ana 92707",Door to door visit to HTC neighborhoods,,,,,,,,,,,,,120,high,100.0,medium,100.0,,,,,90.0,12.0,1.0,,40.0,,33.0,,20.0,30.0,high,,,,,,,,,,,,,,,,,,,,100.0,,,,,2.0,,high,yes,no,no,no,no,,,,,,Santa Ana
249,Charitable Ventures of OC,Kennedy Commission/ SAELI,phone_banking,,7/25/2020,,,,,,orange,,,,,,,,,,,,,,2140,exact,100.0,very_high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
250,OC Human Relations,Charitable Ventures,canvassing,,3/6/2020,,,,,Santa Ana,"1600 evergreen st, santa ana 92707","Canvass on 1600 Evergreen St and surrounding areas: 1700, 1800 Evergreen St., Santa Ana, CA 92707",,,,,,,180.0,flers,,,,,160,high,100.0,very_high,140.0,,,,,128.0,8.0,2.0,,80.0,,102.0,2.0,16.0,56.0,medium,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,very_high,yes,no,no,no,no,,,,,,Santa Ana
251,The Cambodian Family,Charitable Ventures,canvassing,,10/2/2020,,,,,Santa Ana,"1610 e 1st st, santa ana ca, 92701",,,,,,,,,,,,,,40,high,100.0,exact,,,,,,,40.0,,,,,,,,,exact,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
252,Charitable Ventures of OC,Kennedy Commission/ SAELI,flyers,,7/25/2020,,,,,,orange,,,,,,,,,,,,,,250,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
253,OC Human Relations,Charitable  Ventures,canvassing,Door hungers,7/29/2020,,,,,Santa Ana,"1800 cedar st, santa ana 92707",,,,,,,,,,,,,,125,high,95.0,high,100.0,,10.0,,,90.0,10.0,5.0,,50.0,,60.0,6.0,12.0,40.0,high,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,high,YES,NO,NO,NO,NO,2.0,,,,,Santa Ana
254,OC Human Relations,Charitable Ventures,canvassing,,2/25/2020,,,,,Santa Ana,"800 s lyon st., santa ana 92707",Door to door visits to HTC neighborhoods including Village Meadows Apartments,,,,,,,,,,,,,260,high,95.0,,208.0,,,,,220.0,10.0,1.0,,100.0,,100.0,2.0,20.0,20.0,high,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,high,yes,no,no,no,no,,,,,,Santa Ana
255,The Cambodian Family,Charitable Ventures,canvassing,,3/3/2020,,,,,Santa Ana,"810 s minnie st # 1, santa ana 92701",,,,,,,,,,,,,,156,medium,99.0,high,100.0,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,medium,,,,,,,,,,,Santa Ana
256,OC Human Relations,Charitable Ventures,canvassing,,2/20/2020,,,,,Santa Ana,"e. minnie st (blocks 1000,1100), santa ana 92701",Door to door visits to HTC residents,,,,,,,,,,,,,260,high,100.0,very_high,208.0,,,,,238.0,30.0,2.0,,100.0,,156.0,,6.0,,high,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,high,yes,no,no,no,no,,,,,,Santa Ana
257,Community Health Initiative of Orange County,Charitable Ventures,nudgealert,Mass texting,7/20/2020,,,,,,orange,We used the Community Motivator tool to text previous clients to participate in the Cessus,,,,,,,,,,,,,555,high,80.0,medium,,,,,,444.0,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,444.0,,,,,,,medium,,,,,,,,,,,Orange
258,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Instagram,8/1/2020,8/21/2020,8/21/2020,,,,orange,Social Media Post,,,,,,,,,,,,,230,very_high,90.0,very_high,35.0,3.0,3.0,,,75.0,,,,40.0,,35.0,,10.0,,low,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,very_high,,,,,,,,,,,Orange
259,OC Human Relations,Charitable Ventures,canvassing,,2/19/2020,,,,,Santa Ana,"e. minnie st (blocks 800, 900), santa ana 92701",Door to door visits to HTC residents,,,,,,,,,,,,,260,high,100.0,very_high,208.0,,,,,238.0,30.0,2.0,,100.0,,156.0,1.0,6.0,,high,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,high,yes,no,no,no,no,,,,,,Santa Ana
260,OC Human Relations,Charitable Ventures,canvassing,,2/21/2020,,,,,Santa Ana,"east side of standard ave  (blocks 800, 900, 1000, 1100), santa ana 92701",Door to door visits to HTC residents,,,,,,,,,,,,,240,high,100.0,very_high,192.0,,,,,228.0,26.0,1.0,,85.0,,144.0,1.0,4.0,,high,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,high,yes,no,no,no,no,,,,,,Santa Ana
261,Latino Health Access,Central Valley Opportunity Center,social_media,,9/3/2020,,,,,,orange,Network ,,,,,,,,,,,,,2800590,exact,100.0,very_high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
262,OC Human Relations,Charitable Ventures,canvassing,,2/23/2020,,,,,Santa Ana,"evergreen st (blocks 1600, 1700, and 1800, santa ana 92707",Door to door visits to HTC residents,,,,,,,,,,,,,200,high,100.0,very_high,160.0,,,,,190.0,16.0,1.0,,80.0,,120.0,,4.0,,high,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,medium,yes,no,no,no,no,,,,,,Santa Ana
263,OC Human Relations,Charitable Ventures,canvassing,Door hungers and flyers in Casa Cortez Apartments and neighborhood areas,6/26/2020,,,,,Tustin,"1412 nisson rd, tustin 92780",,,,,,,,,,,,,,640,exact,90.0,high,360.0,46.0,,,,240.0,46.0,30.0,,300.0,,300.0,20.0,40.0,160.0,medium,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,very_high,YES,NO,NO,NO,NO,4.0,,,,,Tustin
264,Jamboree Housing Corporation,Charitable Ventures,collateral,,4/15/2020,,,,,Anaheim,"1270 east lincoln ave, anaheim 92805",Shared census promotional materials  at Rockwood Apartments,,,,,,,,,,,,,70,very_high,100.0,very_high,,,,,,28.0,4.0,7.0,2.0,,,,15.0,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
265,Jamboree Housing Corporation,Charitable Ventures,collateral,,4/15/2020,,,,,Anaheim,"1270 east lincoln ave, anaheim 92805",Food distribution delivered in Census bags,,,,,,,,,,,,,36,very_high,100.0,very_high,,,,,,10.0,,10.0,,,,,5.0,,,high,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,medium,,,,,,,,,,,Anaheim
266,CAP OC ,Charitable Ventures,collateral,,9/4/2020,,,,,Anaheim,"2600 e miraloma way, anaheim 92806",,,,,,,,,,,,,,95,exact,100.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
267,CAP OC,Charitable Ventures,collateral,,8/6/2020,,,,,Anaheim,"631 s brookhurst st #107, anaheim 92804",,,,,,,,,,,,,,101,exact,100.0,high,,,,,,,,,,101.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
268,CAP OC,Charitable Ventures,collateral,,8/13/2020,,,,,Fountain Valley,9120 heil ave fountain valley 92708,,,,,,,,,,,,,,56,exact,100.0,high,,,,,,,,,,56.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fountain Valley
269,CAP OC,Charitable Ventures,collateral,,5/21/2020,,,,,Fullerton,"321 e chapman ave, fullerton 92832",,,,,,,,,,,,,,109,exact,100.0,high,,,,,,,,,,109.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fullerton
270,CAP OC,Charitable Ventures,collateral,,8/6/2020,,,,,Fullerton,"321 e chapman ave, fullerton 92832",,,,,,,,,,,,,,232,exact,100.0,high,,,,,,,,,,232.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fullerton
271,CAP OC,Charitable Ventures,collateral,,7/8/2020,,,,,Fullerton,"505 e commonwealth ave, fullerton 92832",,,,,,,,,,,,,,128,exact,100.0,high,,,,,,,,,,128.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fullerton
272,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Facebook ,3/10/2020,,8/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,142,very_high,90.0,very_high,20.0,2.0,3.0,,,80.0,5.0,,,30.0,,50.0,,15.0,,low,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,very_high,,,,,,,,,,,Orange
273,CAP OC ,Charitable Ventures,collateral,,8/19/2020,,,,,Garden Grove,"11402 magnolia st, garden grove 92841",,,,,,,,,,,,,,73,exact,100.0,high,,,,,,,,,,73.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
274,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Instagram,8/21/2020,9/30/2020,,,,,orange,Social Media Post,,,,,,,,,,,,,450,very_high,90.0,very_high,35.0,3.0,3.0,,,75.0,,,,40.0,,35.0,,10.0,,low,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,very_high,,,,,,,,,,,Orange
275,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Twitter,8/1/2020,8/21/2020,8/21/2020,,,,orange,Social Media Post,,,,,,,,,,,,,250,very_high,90.0,very_high,10.0,5.0,3.0,,10.0,79.0,5.0,,,35.0,,35.0,,3.0,,low,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,very_high,,,,,,,,,,,Orange
276,CAP OC ,Charitable Ventures,collateral,,9/16/2020,,,,,Garden Grove,"11402 magnolia st, garden grove 92841",,,,,,,,,,,,,,50,exact,100.0,high,,,,,,,,,,50.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
277,CAP OC,Charitable Ventures,collateral,,4/7/2020,,,,,Garden Grove,"11870 monarch st, garden grove 92841",,,,,,,,,,,,,,800,exact,100.0,high,,,,,,,,,,800.0,,,,,,medium,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,medium,,,,,,,,,,,Garden Grove
278,AASCSC,Asian American Senior Citizens Service Center,social_media,,5/28/2020,,,,,,orange,,,,,,,,,,,,,,430,very_high,100.0,medium,300.0,,,,,200.0,100.0,,,,,200.0,,,,medium,,,,,,100.0,,,,,,,,,,,,,,300.0,,,,,,,medium,,,,,,,,,,,Orange
279,WAVE,Charitable Ventures,nudgealert,email blast to people in low response cities,4/29/2020,,,,,,orange,,,,,,,,,,,,,,295,exact,70.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
280,CAP OC ,Charitable Ventures,collateral,,8/19/2020,,,,,Garden Grove,"12661 sunswept ave, garden grove 92843",,,,,,,,,,,,,,40,exact,100.0,high,,,,,,,,,,40.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
281,CAP OC ,Charitable Ventures,collateral,,9/16/2020,,,,,Garden Grove,"12661 sunswept ave, garden grove 92843",,,,,,,,,,,,,,32,exact,100.0,high,,,,,,,,,,32.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
282,WAVE,Charitable Ventures,social_media,,5/29/2020,6/4/2020,,,,,orange,,,,,,,,,,Facebook,,,,7574,exact,90.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,7574.0,,,,,,,exact,,,,,,,,,,,Orange
283,Jamboree Housing Corporation,Charitable Ventures,collateral,,3/23/2020,,,,,Irvine,"14851 jeffrey rd, irvine 92618",Passed out tote bags with info on the census on them,,,,,,,,,,,,,150,very_high,100.0,very_high,,,,,,,,,,,,,,150.0,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
284,OC Human Relations,Charitable Ventures,social_media,,6/22/2020,,,,,,orange,,,,,,,,,,Facebook,,,,246,high,80.0,high,74.0,24.0,,,5.0,74.0,37.0,12.0,,24.0,24.0,5.0,5.0,10.0,5.0,medium,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
285,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/6/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
286,CAP OC ,Charitable Ventures,collateral,,8/25/2020,,,,,Irvine,"17815 sky park circle, bldg 10, ste h irvine 92614",,,,,,,,,,,,,,56,exact,100.0,high,,,,,,,,,,56.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
287,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,6/24/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
288,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/25/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
289,OC Human Relations,Charitable Ventures,social_media,,8/24/2020,,,,,,orange,,,,,,,,,,Facebook,,,,179,high,80.0,medium,54.0,18.0,,,3.0,45.0,27.0,9.0,,18.0,18.0,3.0,3.0,6.0,2.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,high,YES,NO,NO,NO,NO,,,,,,Orange
290,CAP OC ,Charitable Ventures,collateral,,9/15/2020,,,,,Irvine,"17815 sky park circle, bldg 10, ste h irvine 92614",,,,,,,,,,,,,,77,exact,100.0,high,,,,,,,,,,77.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
291,CAP OC ,Charitable Ventures,collateral,,8/19/2020,,,,,Irvine,5001 newport coast dr irvine 92603,,,,,,,,,,,,,,134,exact,100.0,high,,,,,,,,,,134.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
292,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,8/7/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
293,CAP OC,Charitable Ventures,collateral,,4/6/2020,,,,,Irvine,"8 thomas, irvine 92618",,,,,,,,,,,,,,600,exact,100.0,high,,,,,,,,,,600.0,,,,,,medium,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,medium,,,,,,,,,,,Irvine
294,OC HUman Relations,Charitable Ventures,social_media,,6/1/2020,,,,,,orange,,,,,,,,,,Facedbook,,,,441,high,80.0,high,132.0,44.0,,,8.0,132.0,66.0,22.0,,44.0,22.0,8.0,8.0,16.0,8.0,high,,,,,,,,,,,,,,,,,,,,342.0,,,,,99.0,,high,YES,NO,NO,NO,NO,,,,,,Orange
295,CAP OC,Charitable Ventures,collateral,,4/9/2020,,,,,Irvine,"8 thomas, irvine 92618",,,,,,,,,,,,,,800,exact,100.0,high,,,,,,,,,,800.0,,,,,,medium,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,medium,,,,,,,,,,,Irvine
296,CAP OC,Charitable Ventures,collateral,,4/14/2020,,,,,Irvine,"8 thomas, irvine 92618",,,,,,,,,,,,,,600,exact,100.0,high,,,,,,,,,,600.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
297,Institute for Healthcare Advancement ,Charitable Ventures,social_media,Twitter,4/22/2020,7/14/2020,7/31/2020,,,,orange,Social Media Post,,,,,,,,,,,,,3000,very_high,90.0,very_high,10.0,5.0,3.0,,10.0,79.0,5.0,,,35.0,,35.0,,3.0,,low,,,,,,,,,,,,,,,,,,,,3137.0,,,,,,,very_high,,,,,,,,,,,Orange
298,CAP OC,Charitable Ventures,flyers,,6/1/2020,6/5/2020,,,,,orange,,,,,,,,,,,,,,69,exact,100.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
299,CAP OC,Charitable Ventures,collateral,,6/23/2020,,,,,Irvine,"8 thomas, irvine 92618",,,,,,,,,,,,,,123,EXACT,100.0,high,,,,,,,,,,123.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
300,CAP OC,Charitable Ventures,collateral,,6/30/2020,,,,,Irvine,"8 thomas, irvine 92618",,,,,,,,,,,,,,119,exact,100.0,high,,,,,,,,,,119.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
301,WAVE,Charitable Ventures,social_media,Facebook and Instagram post,2/27/2020,3/2/2020,,,,,orange,Facebook post - NALEO video,,,,,,,,,"FB, IG",,,,817,exact,70.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
302,CAP OC,Charitable Ventures,collateral,,8/11/2020,,,,,Irvine,"8 thomas, irvine 92618",,,,,,,,,,,,,,80,exact,100.0,high,,,,,,,,,,80.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
303,CAP OC ,Charitable Ventures,collateral,,8/25/2020,,,,,Irvine,"8 thomas, irvine 92618",,,,,,,,,,,,,,120,exact,100.0,high,,,,,,,,,,120.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
304,Help Me Grow,Charitable Ventures,collateral,,4/13/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,33,exact,100.0,exact,,,,,,,,,,33.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,very_high,,,,,,,,,,,Orange
305,Help Me Grow,Charitable Ventures,collateral,,4/20/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,32,exact,100.0,exact,,,,,,,,,,32.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,very_high,,,,,,,,,,,Orange
306,Help Me Grow,Charitable Ventures,collateral,,5/4/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,36,exact,100.0,exact,,,,,,,,,,36.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,very_high,,,,,,,,,,,Orange
307,Help Me Grow,Charitable Ventures,collateral,,5/11/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,38,exact,100.0,exact,,,,,,,,,,38.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,very_high,,,,,,,,,,,Orange
308,Help Me Grow,Charitable Ventures,collateral,,5/25/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,30,exact,100.0,exact,,,,,,,,,,30.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,very_high,,,,,,,,,,,Orange
309,Help Me Grow,Charitable Ventures,collateral,,6/1/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,31,exact,100.0,exact,,,,,,,,,,31.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,very_high,,,,,,,,,,,Orange
310,Help Me Grow,Charitable Ventures,collateral,,6/8/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,38,exact,100.0,exact,,,,,,,,,,38.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,very_high,,,,,,,,,,,Orange
311,Help Me Grow,Charitable Ventures,collateral,,6/15/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,34,exact,100.0,exact,,,,,,,,,,34.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,very_high,,,,,,,,,,,Orange
312,Help Me Grow,Charitable Ventures,collateral,,6/22/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,164,exact,100.0,exact,,,,,,,,,,164.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,very_high,,,,,,,,,,,Orange
313,Help Me Grow,Charitable Ventures,collateral,,6/29/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,46,exact,100.0,exact,,,,,,,,,,46.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,very_high,,,,,,,,,,,Orange
