,cbo_name,activity_type,activity_type_other,City,city_extracted,htc_category
9239,OC Human Relations,canvassing,,Fullerton,Fullerton,Latino/a/e
9241,OC Human Relations,canvassing,,Fullerton,Fullerton,Latino/a/e
9242,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9243,Institute for Healthcare Advancement ,social_media,Facebook,,Orange,Latino/a/e
9244,VietRISE,social_media,Social media posting (Facebook) of census information and programs it funds,,Orange,Latino/a/e
9248,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9250,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9253,OC Human Relations,canvassing,Door hungers,Santa Ana,Santa Ana,Latino/a/e
9254,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9256,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9257,Community Health Initiative of Orange County,nudgealert,Mass texting,,Orange,Latino/a/e
9258,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,Latino/a/e
9259,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9260,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9262,OC Human Relations,canvassing,,Santa Ana,Santa Ana,Latino/a/e
9263,OC Human Relations,canvassing,Door hungers and flyers in Casa Cortez Apartments and neighborhood areas,Tustin,Tustin,Latino/a/e
9264,Jamboree Housing Corporation,collateral,,Anaheim,Anaheim,Latino/a/e
9265,Jamboree Housing Corporation,collateral,,Anaheim,Anaheim,Latino/a/e
9272,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,Latino/a/e
9274,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,Latino/a/e
9275,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,Latino/a/e
9278,AASCSC,social_media,,,Orange,Latino/a/e
9284,OC Human Relations,social_media,,,Orange,Latino/a/e
9289,OC Human Relations,social_media,,,Orange,Latino/a/e
9294,OC HUman Relations,social_media,,,Orange,Latino/a/e
9297,Institute for Healthcare Advancement ,social_media,Twitter,,Orange,Latino/a/e
9315,OC Human Relations,advertising,Organizational Newsletter,,Orange,Latino/a/e
9325,CAP OC,collateral,,Orange,Orange,Latino/a/e
9331,Institute for Healthcare Advancement ,social_media,Instagram,,Orange,Latino/a/e
9332,AASCSC,social_media,,,Orange,Latino/a/e
9335,AASCSC,social_media,,,Orange,Latino/a/e
9338,OCAPICA,event,,,Garden Grove,Latino/a/e
9371,OCCCO,convening,Immaculate Heart of Mary Church Ministry Visits,Santa Ana,Santa Ana,Latino/a/e
9384,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9385,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9386,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9387,OCAPICA,social_media,social media,,Garden Grove,Latino/a/e
9388,OCAPICA,social_media,social media,,Garden Grove,Latino/a/e
9390,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9391,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9392,OCAPICA,training_delivery,,,Garden Grove,Latino/a/e
9394,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9395,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9396,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9397,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9398,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9399,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9400,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9401,OCAPICA,webinar,,,Garden Grove,Latino/a/e
9402,MOMS Orange County,education_forum,,Santa Ana,Santa Ana,Latino/a/e
9404,MOMS Orange County,education_forum,,Westminster,Westminster,Latino/a/e
9405,OCCCO,event,Census information was distributed at a food distribution center at St. Boniface address,Anaheim,Anaheim,Latino/a/e
9406,OCCCO,event,Announcements and information table,Anaheim,Anaheim,Latino/a/e
9407,OCCCO,event,Announcements and information table,Anaheim,Anaheim,Latino/a/e
9409,Orange County United Way,event,,Anaheim,Anaheim,Latino/a/e
9411,Orange County United Way,event,,Anaheim,Anaheim,Latino/a/e
9413,OCAPICA,event,,Anaheim,Anaheim,Latino/a/e
9414,OCCCO,event, St. Michaels Episcopal Church,Anaheim,Anaheim,Latino/a/e
9415,OC Human Relations,event,,Anaheim,Anaheim,Latino/a/e
9421,OCCCO,event,Congregations Spanish-speaking mass,Costa Mesa,Costa Mesa,Latino/a/e
9423,AASCSC,social_media,,,Orange,Latino/a/e
9425,Orange County United Way,event,,Cypress,Cypress,Latino/a/e
9444,Orange County United Way,event,,Irvine,Irvine,Latino/a/e
9449,Orange County United Way,event,,Newport Beach,Newport Beach,Latino/a/e
9450,Catholic Charities of Orange County,event,,Orange,Orange,Latino/a/e
9452,Catholic Charities of Orange County,event,,Orange,Orange,Latino/a/e
9453,Catholic Charities of Orange County,event,,Orange,Orange,Latino/a/e
9454,OCCCO,event,Congregations Spanish-speaking service,Rancho Santa Margarita,Rancho Santa Margarita,Latino/a/e
9460,AASCSC,event,,Santa Ana,Santa Ana,Latino/a/e
9461,AASCSC,event,,Santa Ana,Santa Ana,Latino/a/e
9463,OCCCO,event,Ministry Annoucnments at IHMs Faith Groups,Santa Ana,Santa Ana,Latino/a/e
9464,The Cambodian Family ,event,Stigma Arts Class,Santa Ana,Santa Ana,Latino/a/e
9471,The Cambodian Family,event,Class ,Santa Ana,Santa Ana,Latino/a/e
9475,The Cambodian Family,event,,Santa Ana,Santa Ana,Latino/a/e
9476,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9477,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9478,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9479,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9480,OCAPICA,webinar,,,Garden Grove,Latino/a/e
9481,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9482,Coalition of Orange County Community Health Centers ,other,via-phone enrollment outreach,,Santa Ana,Latino/a/e
9483,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9484,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9486,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9487,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9488,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9489,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9490,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9491,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9493,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9494,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9495,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9496,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9497,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9499,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9500,Access California Services,event,Access Gala Event ,,Anaheim,Latino/a/e
9501,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9502,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9503,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9504,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9505,"Southland Integrated Services, Inc.",flyers,,,Westminster,Latino/a/e
9506,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9507,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9508,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9511,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9512,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9513,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9514,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9515,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9516,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9517,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9518,Catholic Charities of Orange County,event,,Santa Ana,Santa Ana,Latino/a/e
9523,AASCSC,event,,Santa Ana,Santa Ana,Latino/a/e
9524,AASCSC,event,,Santa Ana,Santa Ana,Latino/a/e
9526,OCAPICA,speaking_engagement,coasltine students,,Garden Grove,Latino/a/e
9528,Orange County United Way,event,,Santa Ana,Santa Ana,Latino/a/e
9533,AASCSC,social_media,,,,Latino/a/e
9534,OCCCO,event,Announcents and distribution of flyers and direct conversations with spanish-speaking Latino/a/e,Santa Ana,Santa Ana,Latino/a/e
9535,OCCCO,event,Announcents and distribution of flyers and direct conversations with english-speaking Latino/a/e,Santa Ana,Santa Ana,Latino/a/e
9536,OCCCO,event,Announcents and distribution of flyers and direct conversations with english-speaking Latino/a/e,Santa Ana,Santa Ana,Latino/a/e
9537,OCCCO,event,Announcents and distribution of flyers and direct conversations with spanish-speaking Latino/a/e,Santa Ana,Santa Ana,Latino/a/e
9538,OCCCO,event,"Annoucents ,flyer distribuitions and direct converzation",Santa Ana,Santa Ana,Latino/a/e
9539,OCCCO,event,"Annoucents ,flyer distribuitions and direct conversation",Santa Ana,Santa Ana,Latino/a/e
9540,OCCCO,event,"QAC, announcements, flyer distributions, and direct conversation with spanish-speaking community",Santa Ana,Santa Ana,Latino/a/e
9541,OCCCO,event,"QAC, announcements, flyer distributions, and direct conversation with spanish-speaking community",Santa Ana,Santa Ana,Latino/a/e
9542,Project Access,event,Food Bank,Santa Ana,Santa Ana,Latino/a/e
9544,project access,event,Food Bank ,Santa Ana,Santa Ana,Latino/a/e
9545,project access,event,Food Bank ,Santa Ana,Santa Ana,Latino/a/e
9546,project access,event,Food Bank ,Santa Ana,Santa Ana,Latino/a/e
9553,AASCSC,event,,Santa Ana,Santa Ana,Latino/a/e
9558,AASCSC,event,,Santa Ana,Santa Ana,Latino/a/e
9559,AASCSC,event,,Santa Ana,Santa Ana,Latino/a/e
9564,California Healthy Nail Salon Collaborative,event,,Westminster,Westminster,Latino/a/e
9567,Orange County United Way,event,,Westminster,Westminster,Latino/a/e
9571,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Latino/a/e
9573,AASCSC,social_media,,,,Latino/a/e
9575,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Latino/a/e
9580,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Latino/a/e
9581,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Latino/a/e
9583,Jamboree Housing Corporation,flyers,,Anaheim,Anaheim,Latino/a/e
9590,OCAPICA,social_media,social media,,Garden Grove,Latino/a/e
9591,Jamboree Housing Corporation,flyers,,Brea,Brea,Latino/a/e
9592,Jamboree Housing Corporation,flyers,,Brea,Brea,Latino/a/e
9593,Jamboree Housing Corporation,flyers,,Brea,Brea,Latino/a/e
9594,Jamboree Housing Corporation,flyers,,Brea,Brea,Latino/a/e
9595,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Latino/a/e
9596,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Latino/a/e
9597,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Latino/a/e
9600,Jamboree Housing Corporation,flyers,,Buena Park,Buena Park,Latino/a/e
9601,OCCCO,flyers,Dissemination of flyers and announcements at Spanish-speaking Groups,Costa Mesa,Costa Mesa,Latino/a/e
9603,OCCCO,flyers,1-1 conversations and flyering outside latino-serving stores,Costa Mesa,Costa Mesa,Latino/a/e
9605,OCCCO,flyers,1-1 conversations and flyering outside latino-serving stores,Costa Mesa,Costa Mesa,Latino/a/e
9606,OCCCO,flyers,1-1 conversations and flyering outside latino-serving stores,Costa Mesa,Costa Mesa,Latino/a/e
9607,Project Access,flyers,flyers,Cypress,Cypress,Latino/a/e
9608,Project Access ,flyers,Food Bank Distribution ,Cypress,Cypress,Latino/a/e
9609,Project Access,flyers,,Cypress,Cypress,Latino/a/e
9611,Project Access ,flyers,Food pantry distribution,Cypress,Cypress,Latino/a/e
9622,Discovery Cube OC,flyers,,Fullerton,Fullerton,Latino/a/e
9623,Jamboree Housing Corporation,flyers,,Fullerton,Fullerton,Latino/a/e
9624,CAIR-LA,flyers,,Fullerton,Fullerton,Latino/a/e
9626,Jamboree Housing Corporation,flyers,,Garden Grove,Garden Grove,Latino/a/e
9632,OCCCO,flyers,Distribution of flyers and direct conversations with spanish-speaking Latino/a/e,Huntington Beach,Huntington Beach,Latino/a/e
9633,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Latino/a/e
9635,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Latino/a/e
9645,OCCCO,social_media,Digital organizing: contacting personal contacts through facebook messenger and texting.,,Huntington Beach,Latino/a/e
9647,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Latino/a/e
9648,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Latino/a/e
9650,Jamboree Housing Corporation,flyers,,Irvine,Irvine,Latino/a/e
9651,Orange County United Way,flyers,,Lake Forest,Lake Forest,Latino/a/e
9652,Orange County United Way,flyers,,Lake Forest,Lake Forest,Latino/a/e
9659,CAP OC,flyers,,Orange,Orange,Latino/a/e
9661,WAVE,flyers,,Orange,Orange,Latino/a/e
9662,WAVE,flyers,,Orange,Orange,Latino/a/e
9663,WAVE,flyers,,Orange,Orange,Latino/a/e
9664,WAVE,flyers,,Orange,Orange,Latino/a/e
9665,OCAPICA,webinar,,,Garden Grove,Latino/a/e
9666,WAVE,flyers,,Orange,Orange,Latino/a/e
9671,Orange County United Way,flyers,,Orange,Orange,Latino/a/e
9676,California Healthy Nail Salon Collaborative,social_media,,,,Latino/a/e
9677,Institute for Healthcare Advancement ,convening,,,La Habra,Latino/a/e
9678,Jamboree Housing Corporation,flyers,,San Clemente,San Clemente,Latino/a/e
9679,Jamboree Housing Corporation,flyers,,San Clemente,San Clemente,Latino/a/e
9680,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,Latino/a/e
9682,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,Latino/a/e
9684,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,Latino/a/e
9686,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,Latino/a/e
9687,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,Latino/a/e
9689,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,Latino/a/e
9691,The LGBTQ Center OC,flyers,Outreach event,Santa Ana,Santa Ana,Latino/a/e
9692,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,Latino/a/e
9693,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,Latino/a/e
9694,Project Access ,flyers,Food Bank Distribution ,Santa Ana,Santa Ana,Latino/a/e
9700,OCCCO,speaking_engagement,"Radio Santa Ana, Purepecha Web. ",,Santa Ana,Latino/a/e
9706,OCAPICA,training_delivery,all staff meeting,,Garden Grove,Latino/a/e
9716,Access California Services,media_other,"AccessCal hosted a mental health webinar and at the end of webinar, AccessCal staff discussed the importance of the Census to the viewers",Anaheim,Anaheim,Latino/a/e
9730,OCCCO,meeting,Couples Prayer Group at The Crossing Church,Costa Mesa,Costa Mesa,Latino/a/e
9739,Coalition of Orange County Community Health Centers ,other,via-phone enrollment outreach,,Santa Ana,Latino/a/e
9757,OCAPICA,meeting,,Garden Grove,Garden Grove,Latino/a/e
9759,OCCCO,meeting,Educational meeting,Garden Grove,Garden Grove,Latino/a/e
9763,OCCCO,meeting,Community Announcement in the Library,Mission Viejo,Mission Viejo,Latino/a/e
9766,WAVE,meeting,,San Juan Capistrano,San Juan Capistrano,Latino/a/e
9767,The LGBTQ Center OC,meeting,Hosted an online zoom meeting,Santa Ana,Santa Ana,Latino/a/e
